id,funded_amount,loan_amount,activity,sector,use,partner_id,repayment_interval
1235500,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235566,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235617,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235716,1000,1000,Grocery Store,Food,to purchase more groceries to sell.,9,monthly
1235576,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235541,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235544,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235513,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235610,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235520,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235730,1000,1000,Personal Housing Expenses,Housing,to purchase construction materials to build a latrine,9,monthly
1235526,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235511,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235565,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235507,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235501,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235510,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235632,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235545,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235540,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235577,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235634,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235622,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235635,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235523,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235560,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1235562,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1235579,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1235536,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1236649,1000,1000,Personal Expenses,Personal Use,to cover her husband's transportation costs.,9,monthly
1236657,1725,1725,Agriculture,Agriculture,to purchase natural fertilizer for her farm,9,monthly
1236663,925,925,Personal Housing Expenses,Housing,to purchase zinc construction material and lumber to construct a kitchen.,9,monthly
1236692,750,750,Vehicle,Personal Use,to purchase a motorbike,106,monthly
1237009,1200,1200,Personal Housing Expenses,Housing,to buy construction supplies to build a latrine.,106,monthly
1236716,625,625,Home Energy,Personal Use,to buy a solar panel for her family's use.,204,monthly
1236776,1500,1500,Food,Food,to buy cashew nuts from other farmers to resell,106,monthly
1236661,1075,1075,Farming,Agriculture,to purchase natural fertilizer for her farm,9,monthly
1236732,800,800,Personal Housing Expenses,Housing,to build a decent toilet for her family.,204,monthly
1236699,500,500,Crafts,Arts,to purchase a new machine to support her handicraft business to earn more income to support her family's living.,204,monthly
1236659,1075,1075,Grocery Store,Food,to purchase more groceries for her store,9,monthly
1236727,1125,1125,Personal Housing Expenses,Housing, to renovate her house,106,monthly
1236717,500,500,Personal Housing Expenses,Housing,to build a decent latrine to improve her family's lives.,204,monthly
1236766,1500,1500,Farming,Agriculture,to spend on plowing fees and to buy a decent motorcycle to support the family's transportation business.,204,monthly
1236738,650,650,Land Rental,Agriculture,to hire farmland in order to expand her cassava business.,204,monthly
1236682,500,500,Farming,Agriculture,to expand her farming area to increase the rice crop.,204,monthly
1236809,775,775,Home Energy,Personal Use,to purchase a solar home system so that he can have electricity in his house for the first time,407,monthly
1236675,850,850,Pigs,Agriculture,to purchase more pig feed in order to support her pig raising business.,204,monthly
1236757,1050,1050,Farming,Agriculture,to pay the harvesting fee for her farming.,204,monthly
1236666,850,850,Livestock,Agriculture,to purchase cows and pigs to fatten and resell,9,monthly
1236774,1275,1275,Farming,Agriculture,to cover her harvesting and plowing fees to support her farm.,204,monthly
1238046,525,525,Home Appliances,Personal Use,to construct a proper latrine in order to improve hygiene.,204,monthly
1237742,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237900,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237938,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,311,monthly
1237773,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237958,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237925,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237729,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237763,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237824,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237872,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237776,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237908,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237753,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237993,250,250,Farming,Agriculture,to pay for plowing costs and prepare to grow cassava over time.,204,monthly
1237899,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1238055,250,250,Personal Housing Expenses,Housing,to build a decent latrine for her daily usage,106,monthly
1237774,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237906,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237703,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237828,100,100,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,311,monthly
1237701,175,175,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237967,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237860,200,200,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
1237699,125,125,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,311,monthly
